0,1
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-063u\a01-063u-08.png,quickly point out that this is money due
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-019b\f07-019b-02.png,mammoth kitchens of the 18th century -
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021f\c03-021f-00.png,In Fanny the pregnant girl is befriended
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018b\g06-018b-02.png,to Rome for the winter . In late
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024b\f07-024b-05.png,"and he knew how to do it , too : - When the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-092a\f07-092a-05.png,turned it over on the table cloth to
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031p\g06-031p-01.png,"tuation ! Personally I am indifferent , but I really tremble"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-011x\a01-011x-03.png,"Congress ( 400,000 ) will meet in London today"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011l\g06-011l-01.png,told Cloncurry that he enjoyed it as much as his health
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026k\g06-026k-00.png,A pleasant life truly ! ... It so happens that I have
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026x\a01-026x-08.png,"Central African Federation , went to Chequers"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-057a\h07-057a-02.png,with a young and growing population and excellent
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031a\g06-031a-08.png,what may happen ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007f\c03-007f-05.png,the rubbish strewn canals - even the worn
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-088a\f07-088a-05.png,"food , believing that it impaired the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007b\c03-007b-03.png,"the school play-grounds , the public monuments and"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007f\c03-007f-07.png,"the memory of "" - are seen as an inte-"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-071a\h07-071a-01.png,"leavers will be looking for jobs , there will be"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011h\g06-011h-03.png,"Pearl ' , he wrote , ' is arrived , which is a great"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-044a\h07-044a-00.png,The gross return on capital expendi-
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-077a\g07-077a-09.png,them to his newly married wife .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050l\g06-050l-07.png,' but he appears to despair of ever being cured . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042c\g06-042c-04.png,"death , the new German curative method known as"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026u\a01-026u-03.png,Northern Rhodesia's future . The Northern
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-076a\f07-076a-03.png,melody . The paprika and caraway perfume
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007b\c03-007b-06.png,"memory of "" - are seen as an integral part of"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024b\f07-024b-01.png,known any way of cooking meat
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-088b\f07-088b-02.png,"which they have had an aversion . Shelley , for example ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026u\a01-026u-06.png,the United Federal Party and the Dominion
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000c\c03-000c-05.png,the great advantages to be derived from this
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-074a\g07-074a-10.png,wickedness .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018i\g06-018i-00.png,"When the sailing season was past , he sent Pearl back to"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-042a\f07-042a-03.png,a stewed black rat will ward off a fever .
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-088a\f07-088a-00.png,A fascinating study also opens up in
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018m\g06-018m-03.png,"usual ' , but hoped , he told Arthur , ' to find this"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007d\c03-007d-01.png,taken a town in the industrial North of
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081e\c03-081e-02.png,for herself ; we would be altogether clearer
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011a\g06-011a-06.png,"people , and what a busy town . At Rome , every"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045e\g06-045e-04.png,and that he himself was being treated under a doctor
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-040b\h07-040b-03.png,sited on corners or in separate courts to avoid
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031o\g06-031o-03.png,"for my country ! I may be mistaken ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-066b\h07-066b-03.png,of the abnormal age structure of the new town
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018n\g06-018n-07.png,than Naples . The journey has been
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-016b\c03-016b-06.png,"is incoherently , clumsily , but half shyly and"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037l\g06-037l-05.png,an effective alleviation of his painful malady . None
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-113u\a01-113u-07.png,"on health spending and started charges , Mr."
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018f\g06-018f-01.png,"England , and returned to Rome for the winter . In late November , he"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003a\c03-003a-01.png,"conceived throughout in terms of the cinema ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037r\g06-037r-06.png,the numerous conventional remedies to which he had
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-076a\f07-076a-07.png,of rich embroideries and costumes
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-058u\a01-058u-04.png,the offer - 357million - was not good enough .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031c\g06-031c-00.png,# ' What a frightful event ! ' he wrote . ' I tremble !
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031h\g06-031h-08.png,happen ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037g\g06-037g-07.png,ever since the symptoms had first shown themselves
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047e\g06-047e-05.png,whom Anglesey consulted in May 1834 .
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-066a\h07-066a-04.png,"school-leaving age , expressed as a percentage of the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-096u\a01-096u-01.png,denouncing the proposals . He quoted from
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047o\g06-047o-04.png,an increasing number of disciples among
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-053u\a01-053u-01.png,alleged association with organisations black-
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042m\g06-042m-06.png,been brought to his notice .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031h\g06-031h-01.png,"infatuation ! Personally I am indifferent , but I really"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050a\g06-050a-04.png,"found Anglesey a strong , energetic man with a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037p\g06-037p-02.png,an express took him off yesterday . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011e\g06-011e-00.png,By the end of the month he still delighted in Naples .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031p\g06-031p-05.png,"House upon a dissolution , which must be had , will"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-117u\a01-117u-00.png,"In fact , the Tories made it worse now"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050m\g06-050m-00.png,Mauro's first action was to write to his
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-101a\f07-101a-05.png,CHELSEA PHILOSOPHER DID IN RETURN
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047m\g06-047m-04.png,increasing number of disciples among
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018b\g06-018b-06.png,Naples . The journey has been against
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011e\g06-011e-03.png,"wrote , ' is arrived , which is a great resource . Vesuvius"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-092a\f07-092a-06.png,examine the marks on the back
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-063a\h07-063a-08.png,tific and Industrial Research at Stevenage .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094d\c03-094d-01.png,"insensitively pushing , Miss Sheila Allen"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-128u\a01-128u-00.png,Ps
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-014u\a01-014u-00.png,Sir Roy's United Federal Party is
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003a\c03-003a-03.png,"of the story , and the marriage of the central"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-088a\f07-088a-08.png,piece of coarse bread and a
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026d\g06-026d-01.png,an Italian who is perhaps the best Valet de Chambre that
h:/Desktop_Files/CSE472/Project/Dataset\lines\k07\k07-063a\k07-063a-06.png,"under him , in him and through him ..."
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-113u\a01-113u-09.png,that was done in 1950 because of the financial
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007f\c03-007f-00.png,In A Taste of Honey Mr. Richardson has
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045r\g06-045r-05.png,"a doctor who had studied under its founder , the aged"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-028a\g07-028a-03.png,headstrong folly that tempted him to write on
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021f\c03-021f-09.png,""" you need someone to love you while you"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-072x\a01-072x-05.png,more - and increase taxation to do so - or
h:/Desktop_Files/CSE472/Project/Dataset\lines\n02\n02-082a\n02-082a-01.png,"She avoided his gaze , and tried to ignore that"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-051b\h07-051b-10.png,of diverse and balanced social ...
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094f\c03-094f-09.png,with lavish and suitably gaudy colour .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045d\g06-045d-00.png,"In April of that year his first wife's brother-in-law , the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-122u\a01-122u-09.png,affluence it seemed it could not be
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-060b\h07-060b-05.png,"speculative venture . Despite some misgivings , these"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-049x\a01-049x-04.png,"tions . The Senate Banking Committee , which"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021d\c03-021d-03.png,strong maternal instinct to the unborn child
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-057a\h07-057a-00.png,This interest is likely to grow as employers become
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037l\g06-037l-01.png,"all may go well . Sir R. Peel was here , I understand ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026x\a01-026x-00.png,"Mr. Iain Macleod , the Colonial Secretary , denied"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042j\g06-042j-01.png,"in the 1960s , no cure has been found for"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045n\g06-045n-04.png,that it was being cultivated with
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-043x\a01-043x-02.png,the appointment of a Negro as his Housing Minister .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021c\c03-021c-08.png,to love you while you are looking for
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-003x\a01-003x-01.png,Ps are likely to turn
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-082u\a01-082u-01.png,face from his warnings during the
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-020u\a01-020u-03.png,his full plans to the Africans and Liberals
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047n\g06-047n-05.png,unorthodox medical men in the cities
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031a\g06-031a-01.png,"What infatuation ! Personally I am indifferent , but"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037i\g06-037i-01.png,"& that all may go well . Sir R. Peel was here , I understand ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042n\g06-042n-04.png,"to be on the point of death , the new"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047g\g06-047g-03.png,increasing number of disciples among unorthodox medical
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031i\g06-031i-05.png,"House upon a dissolution , which must be had , will be a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024b\f07-024b-10.png,from lifted urns .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026a\g06-026a-05.png,temporary assumption of the government by
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-102u\a01-102u-00.png,""" After a lifetime of helping others and"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007a\c03-007a-02.png,and has made it live . The shabby streets and
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-043u\a01-043u-00.png,Informal talks at Lancaster House will
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-060a\h07-060a-01.png,accommodation ( in addition to that included in factory
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-071a\h07-071a-06.png,the expected but not easily stimulated development
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037e\g06-037e-06.png,numerous conventional remedies to which he had been
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-028a\g07-028a-02.png,"her and that only compromised her , and the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037i\g06-037i-06.png,numerous conventional remedies to which he had been
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-054a\h07-054a-00.png,"Except at Hemel Hempstead , large office"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087f\c03-087f-00.png,"It went , perhaps , some distance beyond"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-000b\g07-000b-00.png,"When he saw Trelawny's printed letter , Lord Sidney wrote"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037n\g06-037n-08.png,malady . None of the numerous con-
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-016e\c03-016e-10.png,bear his child and sails away .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018e\g06-018e-03.png,"told Arthur , ' to find this place agree with me better than"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-091u\a01-091u-08.png,many people far beyond the ranks of
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-113u\a01-113u-10.png,strain of the Korean war .
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-078a\h07-078a-05.png,"and other materials , and the shortage of"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-058x\a01-058x-01.png,tough over West Germany's cash offer to
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084f\c03-084f-04.png,"in the "" Play of the Week "" series on"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026f\g06-026f-03.png,"heard of the fall of the Whigs , and the temporary assumption"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047c\g06-047c-02.png,later as ' more like a God upon earth than
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042m\g06-042m-03.png,Anglesey believed himself to be on the
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026k\g06-026k-05.png,assumption of the government by the Duke of
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-060b\h07-060b-08.png,for a future increase in rent to reflect rising
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-046a\f07-046a-04.png,as an article of diet . So have the Japanese
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084c\c03-084c-02.png,writing without over-emphasizing them . Last night's
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003f\c03-003f-03.png,"of the story , and the marriage of the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081d\c03-081d-01.png,technical error in allowing Irene to speak
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096e\c03-096e-00.png,"Only Mr. Lucas's actions , therefore , arose"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021f\c03-021f-08.png,forlorn gift of companionship and sympathy -
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003a\c03-003a-08.png,the atmosphere of a city .
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-076a\f07-076a-04.png,the meats with their antithesis . The
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096d\c03-096d-01.png,explicably from appreciable motives . The
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021c\c03-021c-09.png,"someone to love "" ."
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018a\g06-018a-07.png,is high & I have not yet thought of a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096a\c03-096a-02.png,"one feels , were driven to effective action by"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050l\g06-050l-03.png,his symptoms . He told Hahnemann that he found
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-113u\a01-113u-02.png,different from that of Labour . They would
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021a\c03-021a-01.png,"an old man . Here it is a young homosexual ,"
